REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,CREDIT_SCORE
27060,55041723-hcaf,Debt Consolidation,13800,0,0,0,105.6662342,0,20.3331556,51530,786
27090,55075317-rccc,Debt Consolidation,19900,0,0,0,138.9905144,0,30.27109245,45625,727
27100,55084309-ogfu,Debt Consolidation,8600,0,0,0,163.2988599,0,31.92576655,60100,751
27110,55086684-qcnh,Debt Consolidation,27700,0,0,1,138.5694126,0,37.38458848,55450,726
27120,55132104-fgbq,Debt Consolidation,28300,0,0,0,244.7222847,1,33.394854,66950,307
27140,55172498-cdmr,Debt Consolidation,23100,0,0,0,156.675375,0,34.00023607,47965,354
27150,55196493-yxkw,Debt Consolidation,21000,0,0,0,97.63333333,2,30.97626175,62990,807
27160,55207396-kxul,Home Improvement,18800,0,0,0,87.1337221,0,33.40589684,51435,700
27170,55214778-hehy,Home Improvement,15000,0,0,0,247.1,0,9.991146429,52365,396
27180,55216420-jjlf,Debt Consolidation,25300,0,0,0,195.4513312,0,35.20086451,52370,620
27190,55230717-evlk,Debt Consolidation,25500,0,0,1,123.7568565,0,27.47115778,56580,394
27200,55233142-rhdn,Debt Consolidation,12900,0,0,0,227.9328934,0,47.61976353,47580,416
27210,55235673-lcqp,Moving Expense,7000,0,2,2,390.2771722,,34.00029589,55955,709
27220,55285790-lece,Debt Consolidation,18900,0,0,0,76.571848,1,38.8759867,58650,567
27230,55296602-bcjv,Home Improvement,10000,0,0,0,165.7148936,0,39.97370763,58690,488
27240,55301972-dbec,Debt Consolidation,18300,0,0,0,86.68429575,0,25.24404629,77995,674
27270,55380479-bmvn,Debt Consolidation,21100,0,0,0,279.4682368,3,33.07852222,50715,584
27280,55401746-pniw,Debt Consolidation,9900,0,2,0,94.80523575,0,38.2113051,63335,482
27290,55436254-mbad,Home Improvement,16500,0,0,0,206.2383892,3,35.00637947,49650,542
27300,55445957-uxmb,Debt Consolidation,18200,0,0,0,194.0542928,0,37.72576061,49000,504
27310,55448553-mkne,Home Improvement,7000,0,0,3,156.387042,,30.68138372,48530,568
27320,55464652-lpdo,Debt Consolidation,20300,0,1,0,166.1260891,4,40.73602194,68740,623
27330,55476600-inhe,Debt Consolidation,18400,0,0,0,279.3700507,1,38.75029966,76115,638
27340,55543674-rxqb,Debt Consolidation,15700,0,0,5,73.08753889,0,45.19549587,69760,392
27350,55552463-yeqa,Debt Consolidation,25400,0,,,87.26384702,,27.5294977,62155,644
27380,55608139-emuv,Debt Consolidation,27600,0,0,0,147.1283978,0,42.00981358,58385,721
27390,55612193-vorj,Home Improvement,13000,0,0,3,212.3869245,1,36.72874424,95755,718
27420,55670875-qcrx,Debt Consolidation,41300,0,0,0,222.2,0,21.68053588,58630,669
27450,55767754-gbxi,Debt Consolidation,26500,0,0,0,312.9088037,0,37.83016379,62285,775
27460,55791078-qexa,Debt Consolidation,8700,0,0,0,321.2748292,0,32.28031362,59425,605
27470,55804700-ryxf,Debt Consolidation,20000,0,0,2,234.3333333,2,25.32629193,62155,561
27490,55827872-fydb,Debt Consolidation,41600,0,0,2,202.151546,0,34.90863172,58985,404
27500,55842971-rkjf,Debt Consolidation,18600,0,0,0,128.3394339,1,36.3773222,60810,617
27530,55958338-yzen,Debt Consolidation,12000,0,0,0,102.2042743,0,27.17193008,45485,420
27540,56013824-vpxg,Home Improvement,15300,0,0,0,123.7666667,1,16.7317539,61940,618
27550,56049309-uqkn,Home Improvement,11900,0,0,0,92.13682104,1,37.52575103,61460,762
27560,56101311-wdul,Home Improvement,41400,0,0,0,292.135985,4,40.77205849,46645,476
27570,56138283-gwgm,Debt Consolidation,18300,0,,,148.7646605,,29.9624015,49850,615
27580,56222097-dxxn,Debt Consolidation,57000,0,0,0,97.4,0,21.7300821,48745,601
27590,56245230-pqoi,Debt Consolidation,17000,0,1,0,204.9333333,1,13.6819376,52420,570
27610,56266293-wmpe,Debt Consolidation,10800,0,0,0,212.2234688,0,33.92078997,52215,483
27640,56521786-ndpl,Home Improvement,12300,0,0,1,403.7489298,0,29.58318425,61000,780
27650,56560485-oken,Home Improvement,25600,0,0,0,199.0913081,0,39.00292833,45895,525
27660,56589362-rcfl,Debt Consolidation,22400,0,0,0,232.8554837,0,39.74431431,40020,775
27670,56640680-bzmu,Home Improvement,15000,0,0,0,238.4,1,42.60583503,52290,337
27680,56646787-fxkc,Debt Consolidation,12000,0,,4,123.1,3,37.49154012,52875,565
27690,56657415-ilhk,Debt Consolidation,7300,0,0,0,68.03333333,2,8.180786646,47955,729
27700,56685361-bmmn,Debt Consolidation,50000,0,1,1,160.6666667,2,27.78050007,40195,695
27710,56735305-rncx,Debt Consolidation,20400,0,0,0,176.3284966,2,36.67687831,40735,644
27730,56768022-ddkv,Home Improvement,14000,0,3,4,218.0153138,,25.68971094,43510,783
27740,56769211-fodq,Debt Consolidation,22400,0,0,0,75.95573527,7,37.50722389,61140,437
27750,56817168-qvbg,Home Improvement,20000,0,,5,329.5666667,1,47.22781705,63075,302
27760,56833693-jqlo,Home Improvement,10600,0,0,0,9.53414271,,21.22321399,44225,876
27770,56839806-jdij,Debt Consolidation,23800,0,0,0,59.40577506,1,35.69663623,46750,752
27800,56865348-nghx,Debt Consolidation,18500,0,0,0,175.3870489,1,37.77222165,43295,730
27810,56935893-axip,Debt Consolidation,7400,0,1,3,425.969557,,27.20199961,46515,711
27820,56951209-ndyl,Debt Consolidation,14500,0,,,89.85657709,2,33.47451381,61165,571
27830,56978485-hhhh,Home Improvement,13700,0,0,1,171.9534106,0,32.84350491,61585,764
27840,57005416-blbv,Debt Consolidation,15900,0,0,0,192.1442355,0,40.36176991,52225,652
27850,57019951-ruvu,Debt Consolidation,15100,0,0,0,160.1036,0,41.00736353,61745,798
27860,57141353-ufil,Debt Consolidation,25800,0,0,0,148.8162847,0,22.06576364,43060,505
27890,57203475-xdbj,Debt Consolidation,17100,0,,,95.52351212,0,36.92038565,52110,477
27910,57249914-vdke,Home Improvement,21500,0,0,0,261.8666667,1,28.39398269,43310,391
27920,57250802-wvup,Home Improvement,12500,0,2,0,249.4359543,1,35.02088579,52460,754
27930,57286437-lwrh,Debt Consolidation,5000,0,0,0,276.9666667,1,41.89535497,44525,767
27940,57354530-gjdb,Home Improvement,6400,0,0,,104.7924684,,36.41688697,61120,843
27950,57356296-mdox,Home Improvement,20900,0,0,0,181.6508803,0,34.58958143,43845,539
27960,57359733-uwbf,Home Improvement,22300,0,0,0,311.6590812,3,29.91070776,43225,622
28010,57435117-ryrk,Home Improvement,10600,0,0,0,238.3144708,1,34.68038165,61900,825
28030,57554206-vuxm,Debt Consolidation,11300,0,0,0,88.78915597,2,27.89926789,44805,641
28040,57588610-kkzi,Home Improvement,21100,0,0,0,200.512048,,39.67140831,45185,540
28060,57637519-aiuz,Home Improvement,7600,0,0,0,249.6337607,2,34.88206644,40125,579
28080,57699330-bhve,Debt Consolidation,17500,0,0,0,217.0370487,0,37.46299196,43800,737
28110,57717671-auhr,Debt Consolidation,15000,0,0,0,128.8666667,0,31.36879331,50990,826
28120,57724398-pion,Debt Consolidation,17200,0,0,0,295.9554144,1,36.78730595,40110,682
28130,57750142-qaqq,Home Improvement,40900,0,0,0,318.0554593,0,15.07801115,43040,427
28140,57750477-ikwc,Home Improvement,8300,0,0,1,230.8488635,1,35.88829101,52550,623
28150,57764349-yvof,Wedding,13000,0,2,0,389.1166183,,41.76568935,61195,483
28160,57769380-xphz,Debt Consolidation,15900,0,0,0,138,2,24.00250805,44385,517
28170,57778235-kgqd,Debt Consolidation,23300,0,0,0,89.7941492,1,33.98609881,43625,481
28190,57909471-diup,Home Improvement,12000,0,0,2,213.6666667,1,19.78116035,61990,385
28200,57918298-uuio,Debt Consolidation,15600,0,0,3,107.3884676,0,27.69600093,43395,668
28210,57939340-rjra,Debt Consolidation,17000,0,0,0,115.3753324,1,37.50862467,43585,798
28220,57948786-kmxm,Debt Consolidation,5800,0,0,0,126.4009836,0,43.20775979,52485,609
28240,57976230-dvrp,Auto Financing,10500,0,0,0,241.4604126,0,23.23703502,47535,528
28250,57984095-jaqp,Home Improvement,6900,0,0,0,87.90011834,0,22.28699748,45535,781
28260,57989994-agoq,Debt Consolidation,21900,0,0,0,402.0868105,0,21.98994578,43510,669
28270,57990960-bwph,Debt Consolidation,19200,0,0,1,92.33333333,4,12.18182798,52245,611
28290,58019443-pybf,Debt Consolidation,19900,0,0,0,274.2825562,3,32.46920265,47535,556
28310,58073113-zhpm,Debt Consolidation,5700,0,0,0,95.9,1,37.61470175,52240,770
28320,58077896-olgr,Debt Consolidation,31200,0,0,0,62.41629688,0,15.02803747,61600,382
28330,58143080-lqjo,Home Improvement,5200,0,0,0,221.1180817,0,42.71209384,52325,412
28340,58194209-oceg,Debt Consolidation,16500,0,0,0,105.5303761,4,41.34484584,40680,847
28350,58225473-nwlx,Debt Consolidation,23000,0,0,0,211.0333333,0,22.23271741,61555,565
28370,58348032-wjjv,Debt Consolidation,9800,0,0,1,230.3032566,0,23.7736104,61335,738
28380,58348730-uiga,Debt Consolidation,6500,0,0,0,224.8666667,0,43.38349724,15000,767
28400,58425748-cmnk,Debt Consolidation,22200,0,0,0,240.703069,1,40.62189416,48725,625
28430,58501137-fowj,Debt Consolidation,17900,0,1,0,79.1215828,2,26.5188307,52115,414
28440,58504613-gppo,Debt Consolidation,21500,0,0,0,58.11746362,2,42.49201034,52460,508
28450,58505785-ycvd,Debt Consolidation,17000,0,0,0,326.5184144,0,38.83660184,44545,771
28470,58535919-rxjl,Debt Consolidation,16300,0,0,0,81.2741558,2,40.37255654,46380,519
28490,58541271-jvvl,Debt Consolidation,7500,0,1,0,228.0360001,0,30.16221411,52010,374
28520,58624359-eoqr,Home Improvement,5000,0,0,0,193.6364469,0,25.89731648,52700,514
28530,58632375-fcfg,Home Improvement,12800,0,0,0,142.2125619,0,35.94987705,209885,830
28540,58634997-gnwf,Home Improvement,5500,0,0,0,43.72233695,0,41.45204353,171065,630
28550,58677298-qdkr,Debt Consolidation,17000,0,0,0,252.3059847,4,37.31611992,110090,641
28560,58700283-rlfc,Debt Consolidation,14300,0,0,0,190.7530437,1,40.77814232,98505,428
28570,58706515-mzfq,Debt Consolidation,25000,0,0,0,283.0666667,1,35.52624737,99460,623
28580,58715081-zudf,Debt Consolidation,17400,0,6,0,178.6595894,2,41.11788749,44320,658
28590,58777331-gozl,Business,10000,0,1,0,258.7333333,0,30.78511182,44145,515
28610,58893300-awvn,Debt Consolidation,32800,0,,,126.5177052,,33.68805656,178040,774
28620,58895710-vqkj,Debt Consolidation,23500,0,0,0,285.3312927,0,39.91648297,123255,547
28650,58931429-kgxa,Debt Consolidation,43500,0,5,,108.5866326,,29.37129987,52110,807
28660,58939357-qhdn,Debt Consolidation,6700,0,0,2,171.5264892,3,41.42859751,15000,337
28670,58943321-mqvp,Debt Consolidation,24700,0,1,0,45.62588779,6,46.99603429,45475,617
28680,58981948-zabw,Debt Consolidation,9100,0,0,0,180.8333333,3,35.90425467,52660,656
28700,59014460-hnak,Debt Consolidation,18900,0,0,0,216.0970496,1,38.46049988,43615,601
28730,59137956-ixcr,Debt Consolidation,28200,0,0,1,130.9695654,0,60.29541349,61870,470
28740,59143812-rlpl,Home Improvement,6300,0,0,0,199.0119272,0,26.52004952,46285,559
28750,59168286-jbiq,Home Improvement,15300,0,0,1,182.6,4,9.10430511,61500,840
28760,59177999-ieli,Debt Consolidation,18200,0,0,0,231.5497227,0,20.41593161,44250,535
28780,59191038-ifzk,Debt Consolidation,10500,0,,1,152.2333333,7,9.517975965,43090,374
28800,59247393-iklx,Home Improvement,22900,0,0,2,122.7666667,0,38.44385015,52645,817
28810,59311033-icic,Debt Consolidation,11500,0,0,0,162.1162539,1,39.79119896,61600,714
28820,59356200-cway,Debt Consolidation,26300,0,1,0,204.9173394,2,35.72585219,52475,675
28830,59362275-zwuv,Debt Consolidation,26900,0,0,0,89.11217349,1,32.79147803,61480,386
28840,59384475-zcrq,Debt Consolidation,15400,0,0,0,133.8993123,1,27.92203478,61780,619
28860,59460097-ojew,Debt Consolidation,32900,0,,,128.7311432,,34.85797706,45890,815
28870,59486526-yozk,Home Improvement,4700,0,0,0,61.8,2,26.67506677,61955,408
28890,59496279-ybff,Debt Consolidation,17700,0,0,0,169.7334875,0,39.77062845,43525,763
28900,59511307-eppf,Debt Consolidation,8200,0,0,1,86.54572702,0,24.69743042,52440,812
28910,59521732-eajm,Debt Consolidation,22300,0,0,0,176.4166175,0,40.47109214,61605,407
28940,59571586-uvme,Debt Consolidation,22500,0,,,187.1661489,,37.46041757,61810,678
28960,59637098-vvzd,Debt Consolidation,8000,0,0,0,168.2333333,3,33.58539274,52465,697
28970,59646858-rdpb,Debt Consolidation,17600,0,0,0,107.9438175,1,38.91921033,44695,643
28980,59668293-jmvd,Debt Consolidation,16500,0,,,136.7244895,2,34.10788882,61790,472
29000,59690796-akvh,Debt Consolidation,11600,0,0,0,85.57207035,0,19.22387267,61060,623
29010,59690908-fyvn,Debt Consolidation,56800,0,0,0,239.4333333,4,10.5174947,61580,825
29020,59700393-qegl,Home Improvement,15700,0,0,0,128.2359137,0,20.95025208,43480,620
29030,59706880-cqvf,Home Improvement,20900,0,0,0,98.50936023,3,32.31318716,61390,591
29040,59745406-lmvr,Home Improvement,7900,0,0,0,184.3900292,0,37.83671487,61520,497
29050,59753375-glzo,Debt Consolidation,9300,0,0,0,100.0518662,0,38.44431799,61515,568
29070,59803868-yxnx,Debt Consolidation,20300,0,0,3,263.9912932,0,26.50856379,44990,487
29080,59814646-zxnz,Debt Consolidation,21200,0,0,1,87.64505947,3,42.13884767,61445,579
29090,59841194-cprz,Debt Consolidation,16800,0,0,1,270.9986111,1,27.00923929,52860,438
29110,59855395-iaeg,Debt Consolidation,30600,0,0,0,156.4135697,3,40.61109433,52115,540
29130,59929304-rpou,Home Improvement,33500,0,4,0,142,0,26.82856636,52215,630
29150,60020535-ffhp,Home Improvement,12700,0,0,0,181.0272753,2,29.46672103,52450,484
29160,60058833-feuh,Debt Consolidation,20000,0,0,0,143.6374388,0,30.20689334,52050,671
29170,60058876-fojx,Debt Consolidation,35000,0,0,0,,7,13.9469677,40375,767
29190,60142670-zyhy,Debt Consolidation,7000,0,0,0,231.7999135,0,19.27357946,61205,479
29200,60145821-pdaq,Debt Consolidation,33200,0,0,0,56.60389545,0,16.6958286,43345,765
29210,60157262-yjoi,Home Improvement,25800,0,0,0,176.2714893,0,39.74500284,40745,699
29220,60158547-ejxr,Debt Consolidation,10600,0,0,0,107.3740552,1,32.62568704,61095,375
29230,60163607-vukz,Debt Consolidation,21200,0,0,0,302.2069005,2,36.19052426,43745,703
29240,60278230-dujm,Debt Consolidation,16100,0,0,0,91.3,1,25.03298859,61165,391
29250,60285747-jznu,Home Improvement,15500,0,0,0,292.0341855,0,25.56288193,61970,820
29260,60299829-buvc,Debt Consolidation,9500,0,0,0,241.5817794,0,38.20866784,43025,498
29270,60313082-onoo,Debt Consolidation,12000,0,0,0,247.5,1,40.4318935,448800,768
29280,60339540-uagw,Debt Consolidation,16400,0,0,1,127.3,1,41.45270835,222885,561
29310,60387396-pvrd,Debt Consolidation,19200,0,0,0,355.7984125,1,41.14774922,52510,842
29320,60409340-hnoe,Debt Consolidation,11800,0,0,0,108.4694005,1,32.78348357,46750,504
29330,60415535-wiap,Debt Consolidation,11000,0,0,0,244.0177745,3,36.54257022,43585,656
29340,60423477-pruo,Home Improvement,8700,0,1,1,218.9062534,0,34.0581468,91105,838
29350,60427755-rral,Debt Consolidation,3300,0,0,6,192.289149,0,35.73055919,63435,840
29360,60446382-yxfi,Debt Consolidation,25000,0,0,3,41.56666667,3,37.89864538,58635,767
29370,60451102-hnab,Home Improvement,24000,0,0,0,127.741782,1,33.60803731,49390,794
29380,60458516-lazf,Debt Consolidation,15300,0,0,0,129.8666667,2,19.92728136,43455,590
29400,60485666-oovv,Debt Consolidation,15500,0,0,0,126.9127232,3,35.90146304,47195,629
29410,60486727-vxlm,Debt Consolidation,34100,0,0,0,171.9632916,1,37.68589208,52685,776
29420,60516819-vkdg,Debt Consolidation,30400,0,0,0,151.5970972,2,37.75387662,47925,822
29430,60519807-velg,Debt Consolidation,17300,0,2,3,114.0234424,2,35.90776048,57570,564
29470,60605338-kyyo,Debt Consolidation,7000,0,1,0,205.9666667,1,20.28131436,15000,530
29480,60622926-zjch,Debt Consolidation,44900,0,,1,216.1010462,4,40.48351525,52045,641
29500,60837292-mbld,Debt Consolidation,24900,0,,,94.07837758,,25.61784573,62605,586
29510,60864045-nprz,Debt Consolidation,8100,0,0,0,184.1934176,0,32.39650949,95070,583
29520,60883844-fvnb,Home Improvement,15100,0,0,0,129.5373152,4,36.77621277,44980,658
29540,60975667-halm,Home Improvement,4000,0,2,0,160.3,1,23.83174672,51370,766
29560,61010377-hmin,Debt Consolidation,6300,0,0,0,130.0666667,0,40.54697063,75980,370
29570,61060448-rnge,Home Improvement,9700,0,1,2,96.63333333,,11.91124388,50935,637
29580,61093108-ioxg,Debt Consolidation,20500,0,0,0,258.5210694,0,26.14692719,80555,359
29590,61102506-fqjh,Debt Consolidation,36500,0,0,0,49.74620282,0,36.50100933,61190,812
29600,61145211-qogj,Debt Consolidation,10400,0,0,0,245.0180119,4,41.42384414,52295,419
29610,61148537-cwvo,Debt Consolidation,13800,0,0,0,73.07523809,1,34.2526057,45950,733
29620,61152700-qnex,Home Improvement,8600,0,0,0,318.1492776,1,42.27663421,61760,568
29630,61197977-kpyq,Debt Consolidation,18000,0,0,0,293.9804358,0,27.09752347,61960,655
29640,61285733-unqg,Debt Consolidation,17400,0,0,0,281.5781525,1,38.02752168,40130,755
29650,61294317-ogez,Debt Consolidation,15100,0,0,0,81.96415129,2,36.46121054,61690,412
29660,61317853-rnuk,Debt Consolidation,20200,0,0,0,172.9117149,2,33.83467117,52780,797
29670,61320557-hmba,Home Improvement,28200,0,0,0,203.5758597,1,43.30465807,40185,473
29680,61340445-nmbc,Debt Consolidation,17300,0,0,0,85.23250072,0,31.34436552,64240,685
29690,61352462-xzdc,Home Improvement,12700,0,0,1,185.3250354,0,27.39038041,47485,411
29700,61361222-cfmh,Auto Financing,3800,0,1,3,85.11561681,,22.25394916,61625,628
29710,61434630-adek,Debt Consolidation,10600,0,0,0,116.5322893,1,31.54021826,52365,594
29720,61537431-emca,Home Improvement,10600,0,1,4,138.627595,,40.32588532,44625,771
29730,61540787-xcuv,Home Improvement,21500,0,0,0,205.2783646,0,36.89339399,69840,756
29740,61550447-ayah,Home Improvement,22400,0,0,0,111.9824201,2,30.9911741,74130,539
29750,61557069-lqwx,Debt Consolidation,9500,0,0,0,189.5890747,0,37.95298991,78640,622
29760,61601792-gnub,Debt Consolidation,11200,0,0,0,254.0196894,3,41.4339438,46630,420
29780,61621654-ykze,Debt Consolidation,23600,0,0,3,276.1823627,0,29.2830325,43535,502
29790,61636201-jcpl,Debt Consolidation,22900,0,,,181.8260463,,39.39135211,68015,643
29800,61658567-cezd,Debt Consolidation,5600,0,0,0,200.418434,1,22.84109285,45155,840
29830,61736667-knhm,Debt Consolidation,22400,0,1,0,132.2166218,0,35.68247123,61580,515
29860,61794178-prdb,Debt Consolidation,21700,0,0,0,270.47904,0,38.99923204,48950,725
29870,61798177-qlij,Home Improvement,21000,0,0,0,174.4289688,1,38.59337641,78705,808
29880,61880538-pkcg,Debt Consolidation,21700,0,0,0,166.8710357,1,36.40831543,52380,361
29890,61949064-dwwk,Home Improvement,79200,0,0,1,139.9389989,0,31.33368478,49925,630
29900,61995481-javc,Home Improvement,16300,0,0,0,304.3346951,0,27.56242667,50070,650
29910,62010783-kzgk,Debt Consolidation,50000,0,0,0,235.4333333,2,42.4915901,45195,838
29920,62014327-kveg,Debt Consolidation,16400,0,0,0,182.9973812,0,40.85088684,49150,675
29930,62032535-xkgm,Auto Financing,10000,0,9,4,132.9,4,36.48208291,50870,472
29950,62062455-unlv,Debt Consolidation,26200,0,0,0,90.01609154,1,39.39066028,49370,818
29960,62068598-ldym,Debt Consolidation,12000,0,0,1,113.6333333,1,10.06642448,76985,620
29970,62073404-mqyq,Home Improvement,8800,0,0,0,104.6928252,1,38.32672821,78985,768
29980,62103005-wzfb,Debt Consolidation,9200,0,0,0,192.8,2,10.87781438,78605,637
29990,62105058-ouec,Home Improvement,20000,0,0,0,435.887094,,19.1847554,45025,519
30000,62137739-frze,Debt Consolidation,12200,0,0,0,234.7759967,3,29.09729879,51970,864
30010,62151694-vvpz,Home Improvement,17400,0,0,0,123.2570546,0,25.55759334,51365,654
30030,62213616-kppl,Home Improvement,30000,0,0,1,118.6666667,1,44.10082068,49620,661
30040,62252361-ullr,Debt Consolidation,19000,0,0,0,248.7235332,0,21.92019846,46365,762
30050,62264472-dyma,Debt Consolidation,23000,0,,,230.0750645,4,43.51909332,61090,395
30060,62302195-xpaq,Debt Consolidation,29500,0,0,0,138.9666667,1,34.05775515,58590,358
30070,62306945-ncxq,Debt Consolidation,20000,0,2,4,313.5333333,3,34.83846652,63380,755
30090,62349996-zwam,Debt Consolidation,30900,0,0,1,164.6048706,0,39.60145213,73200,562
30100,62359239-walz,Home Improvement,7500,0,1,0,155.3919622,1,41.60098336,62000,762
30110,62371533-mxya,Debt Consolidation,20000,0,0,0,221.1666667,1,28.12534956,49760,752
30130,62383066-dyko,Debt Consolidation,7700,0,0,0,17.4607499,10,30.23350474,67295,502
30140,62425602-imha,Home Improvement,13700,0,0,0,154.7521209,1,39.38990883,49040,684
30150,62436443-enbk,Debt Consolidation,34200,0,0,0,131.5424382,1,27.14989852,51530,737
30160,62480784-xvyi,Home Improvement,13500,0,1,2,182.6956696,1,35.51267298,68475,424
30170,62518216-yvpz,Debt Consolidation,22000,0,,7,130.3,,25.52935796,45960,398
30180,62529331-ufka,Debt Consolidation,19700,0,0,0,251.1041979,0,25.03374576,45625,803
30200,62583564-aiby,Home Improvement,22500,0,0,0,256.2869189,1,26.85325902,55450,600
30230,62659744-fhxn,Home Improvement,10600,0,1,0,110.7716232,0,39.73578526,47965,620
30250,62726453-rniu,Home Improvement,6200,0,0,0,210.1730647,2,34.05481124,51435,593
30270,62747563-biwq,Debt Consolidation,23800,0,0,1,308.4251258,0,37.65407524,52370,427
30280,62767181-xigr,Debt Consolidation,23900,0,0,0,226.2432432,0,38.67184311,56580,511
30330,62843098-leui,Home Improvement,14300,0,0,0,,0,3.9608595,77995,484
30340,62898838-ikug,Moving Expense,12400,0,0,0,246.7168274,0,20.20590752,78915,547
30350,62915589-klou,Home Improvement,12500,0,2,6,226.4333333,4,27.16078604,57975,624
30360,62920053-ahvc,Debt Consolidation,22100,0,0,0,,0,27.70096924,50715,647
30370,62968479-unmv,Debt Consolidation,17000,0,0,0,279.3611988,0,39.67697661,63335,535
30390,62997730-jdxg,Debt Consolidation,34000,0,0,0,219.6589319,0,15.73593489,49000,610
30400,63017712-zvip,Debt Consolidation,23500,0,0,0,,0,33.56876627,48530,401
30410,63028003-olar,Debt Consolidation,25000,0,0,1,396.7333333,0,21.60372003,68740,771
30420,63094605-yyvr,Debt Consolidation,23000,0,1,0,215.0666667,1,46.59039736,76115,629
30430,63130467-yrih,Debt Consolidation,11800,0,0,1,104.0116359,0,19.40846123,69760,574
30440,63160979-fkxn,Debt Consolidation,20200,0,0,0,55.70549729,2,41.71895839,62155,640
30450,63173340-bmoy,Debt Consolidation,14000,0,0,0,69.82355313,0,41.63705877,66465,386
30460,63186904-avel,Home Improvement,10000,0,0,0,72.03333333,1,49.62315305,62030,585
30470,63191566-qwbk,Home Improvement,23600,0,0,0,127.359922,1,30.98553896,58385,404
30480,63192727-jjwj,Debt Consolidation,17000,0,0,0,351.0333333,3,45.36598584,95755,797
30490,63240099-mrqu,Debt Consolidation,16500,0,0,0,99.19355258,3,41.41563125,44070,649
30500,63252291-dbfc,Debt Consolidation,13200,0,0,0,68.54904501,2,34.53524372,55040,788
30520,63310320-yyhf,Home Improvement,23300,0,0,0,320.9234361,0,44.75295886,70400,535
30530,63387548-cgwu,Debt Consolidation,17600,0,1,0,185.9782208,0,36.49405393,73530,639
30540,63419572-puof,Debt Consolidation,59500,0,0,0,100.1393112,0,29.47367331,62285,397
30550,63443087-dyfa,Debt Consolidation,7100,0,0,0,155.2,1,18.14928491,59425,813
30560,63490522-qdgh,Debt Consolidation,22000,0,0,0,201.8666667,1,36.82505673,62155,567
30580,63522041-uabp,Debt Consolidation,13000,0,0,0,208.6728918,2,41.05223501,58985,604
30610,63642137-ymau,Debt Consolidation,13900,0,0,0,210.2021295,0,41.01100137,46590,547
30620,63720092-mazv,Debt Consolidation,15000,0,1,3,134.2666667,1,46.284147,45485,623
30630,63724773-kooh,Debt Consolidation,12200,0,0,0,35.97354161,1,39.97361316,61940,503
30650,63814008-igpv,Debt Consolidation,19000,0,0,0,276.7633406,0,24.4756899,46645,571
30660,63851295-lkch,Home Improvement,21600,0,0,0,145.9353838,0,37.11491559,49850,675
30670,63854479-vvff,Debt Consolidation,16900,0,0,0,128.5818237,1,28.89595485,48745,402
30690,63867918-kowp,Home Improvement,12000,0,0,0,259.5550444,0,29.39747822,61330,612
30710,63931483-pavc,Debt Consolidation,3900,0,0,1,86.56666667,2,36.85991177,63600,309
30720,63932293-huql,Debt Consolidation,17200,0,0,0,240.5227465,3,32.84175391,58615,827
30730,63999039-epqp,Debt Consolidation,9700,0,0,0,89.83593974,0,32.4314097,61000,795
30740,64012685-iuwj,Home Improvement,16600,0,0,0,,0,24.02304824,45895,611
30750,64026265-aibq,Debt Consolidation,18500,0,0,0,229.3,0,21.4762501,40020,776
30770,64123800-xiiu,Debt Consolidation,16200,0,1,0,207.1595475,2,32.71808803,52875,603
30780,64130235-xqbw,Debt Consolidation,19000,0,,,175.5,,26.18880783,47955,491
30790,64150576-ixuh,Debt Consolidation,9500,0,0,0,91.26666667,8,23.55814566,40195,749
30800,64158875-jodx,Debt Consolidation,23300,0,0,1,203.0716875,0,27.83335613,40735,473
30810,64160700-zlej,Debt Consolidation,10200,0,0,0,107.5285598,1,40.28097487,61675,824
30820,64162988-uyrx,Debt Consolidation,21000,0,0,0,196.1979075,0,26.86773396,43510,811
30830,64170305-nicy,Debt Consolidation,42800,0,,1,221.1178184,4,42.58161533,61140,626
30840,64173742-eada,Debt Consolidation,15000,0,0,5,122.7333333,10,33.56150562,63075,748
30850,64190199-lohh,Debt Consolidation,20900,0,0,0,123.4795377,2,30.4244811,44225,626
30860,64192009-knvk,Home Improvement,22700,0,0,0,440.153218,,30.08034344,46750,814
30870,64205301-fuah,Debt Consolidation,17200,0,0,0,180.9314878,0,30.58796698,47985,306
30900,64322629-ydxw,Home Improvement,7700,0,0,0,179.2409356,0,27.23109397,46515,430
30920,64370802-xlxx,Home Improvement,22000,0,0,0,138.9424576,0,30.78315421,61585,620
30930,64386825-ceec,Debt Consolidation,23500,0,,,195.1781446,4,39.94505447,52225,543
30940,64414793-obql,Debt Consolidation,16100,0,0,0,282.0062894,0,30.7084874,61745,476
30960,64473213-aize,Home Improvement,12000,0,0,3,153.5,0,45.21955667,46335,438
30970,64475205-ehmr,Debt Consolidation,8400,0,0,3,206.3545644,0,26.05485371,44775,383
30990,64497552-zeff,Debt Consolidation,20000,0,2,3,73.03333333,2,8.178186801,61460,796
31000,64498157-hhma,Debt Consolidation,26800,0,0,0,243.9420995,2,34.50965688,43310,779
31010,64503204-hbhh,Debt Consolidation,25000,0,0,1,201.8333333,4,3.354869857,52460,416
31030,64568157-rhqn,Debt Consolidation,15200,0,0,0,124.8068459,1,39.58005434,61120,654
31040,64568829-aqce,Debt Consolidation,14000,0,0,0,255.6666667,1,12.93924908,43845,653
